0.000000,-1.143211,-1.245058,1.642947
9.984375,-1.119513,-1.239606,1.815027
19.968750,-1.079790,-1.247914,1.941673
29.953125,-1.040422,-1.257804,1.997749
39.953125,-1.050424,-1.263057,1.966523
49.937500,-1.118979,-1.277830,1.863566
59.906250,-1.203782,-1.307095,1.745121
69.906250,-1.229689,-1.343211,1.663765
79.875000,-1.208386,-1.429860,1.629111
89.890625,-1.132340,-1.565218,1.602801
99.906250,-0.939432,-1.681213,1.541769
109.875000,-0.609555,-1.675605,1.498762
119.859375,-0.184371,-1.535124,1.574409
129.828125,0.269275,-1.368008,1.771195
139.812500,0.679348,-1.262252,2.000701
149.781250,1.020462,-1.235536,2.155444
159.781250,1.326897,-1.223344,2.180654
169.796875,1.685767,-1.146679,2.151948
179.843750,2.198164,-1.048461,2.203509
189.828125,2.814825,-1.007278,2.389302
199.765625,3.343501,-1.046103,2.653091
209.718750,3.631138,-1.171765,2.896763
219.718750,3.672761,-1.330448,3.071255
229.687500,3.586577,-1.447176,3.175242
239.578125,3.469156,-1.501982,3.240860
249.453125,3.375802,-1.502765,3.301364
260.125000,3.394380,-1.488690,3.330818
270.781250,3.575408,-1.515943,3.278169
280.000000,3.715030,-1.551568,3.209352
289.203125,4.047093,-1.606523,2.972223
298.812500,4.429124,-1.637160,2.659006
308.812500,5.048049,-1.737817,2.060763
318.812500,5.355004,-1.832711,1.622732
328.796875,5.509927,-1.856132,1.277713
338.812500,5.597383,-1.773305,1.042880
348.875000,5.681249,-1.638842,0.873097
358.843750,5.698703,-1.515065,0.750898
368.781250,5.631445,-1.419801,0.621771
378.718750,5.554105,-1.360587,0.432037
388.718750,5.523560,-1.324280,0.204145
398.703125,5.539899,-1.352393,-0.052068
408.703125,5.523318,-1.450654,-0.355305
418.734375,5.436687,-1.547140,-0.647871
428.812500,5.326422,-1.645684,-0.876650
438.796875,5.183787,-1.725607,-1.003732
448.687500,4.970457,-1.712642,-1.019051
458.578125,4.739831,-1.622828,-0.999979
468.546875,4.572334,-1.574876,-1.019417
478.562500,4.436739,-1.608597,-1.143986
488.531250,4.235473,-1.613734,-1.390631
498.406250,4.004942,-1.556767,-1.721299
508.343750,3.835289,-1.526813,-2.082520
518.328125,3.676448,-1.562165,-2.371958
528.328125,3.466574,-1.568258,-2.536524
538.296875,3.279133,-1.496133,-2.632218
548.296875,3.113602,-1.388673,-2.708437
558.281250,2.840666,-1.259190,-2.771015
568.250000,2.486139,-1.146686,-2.872859
578.250000,2.200491,-1.084444,-3.052396
588.234375,2.021904,-1.073978,-3.276190
598.234375,1.881886,-1.131135,-3.495444
608.218750,1.688560,-1.213767,-3.661442
618.203125,1.391747,-1.265356,-3.731127
628.203125,1.032483,-1.246864,-3.683621
638.203125,0.686743,-1.164835,-3.522677
648.187500,0.412218,-1.078863,-3.313727
658.187500,0.227911,-1.039276,-3.137332
668.171875,0.061437,-1.042862,-3.005029
678.156250,-0.145662,-1.045422,-2.872627
688.140625,-0.353221,-1.046870,-2.733282
698.109375,-0.518909,-1.100081,-2.596629
708.109375,-0.646007,-1.255987,-2.471478
718.093750,-0.779305,-1.460903,-2.390910
728.093750,-0.952256,-1.618488,-2.316391
738.093750,-1.134774,-1.713068,-2.162050
748.062500,-1.330199,-1.760865,-1.872967
758.062500,-1.592906,-1.725723,-1.453129
768.031250,-1.894320,-1.612200,-0.921273
778.031250,-2.162344,-1.557503,-0.340108
788.015625,-2.409582,-1.647128,0.098799
798.000000,-2.705014,-1.815681,0.227409
808.000000,-3.098419,-1.995000,0.033168
818.015625,-3.524595,-2.145839,-0.332910
828.000000,-3.865493,-2.231982,-0.685877
838.000000,-4.101093,-2.191858,-0.905277
848.000000,-4.287024,-2.011071,-0.873902
857.968750,-4.383466,-1.827332,-0.532460
867.953125,-4.286336,-1.789230,-0.015747
877.921875,-4.031550,-1.921071,0.419540
887.921875,-3.729954,-2.110170,0.582953
897.906250,-3.363527,-2.204764,0.401331
907.875000,-2.869983,-2.105414,-0.048037
917.859375,-2.306447,-1.841548,-0.471109
927.828125,-1.850990,-1.578022,-0.422641
937.812500,-1.651739,-1.521794,0.442564
947.796875,-1.658007,-1.746436,2.035507
957.796875,-1.646353,-2.135157,3.873548
967.812500,-1.514931,-2.459702,5.475183
977.796875,-1.361564,-2.494684,6.488197
987.781250,-1.255598,-2.222996,6.728717
997.781250,-1.177902,-1.865000,6.209398
1007.734375,-1.141858,-1.560697,5.175753
1017.718750,-1.103704,-1.299374,4.032975
1027.687500,-0.921826,-1.094760,3.074612
1037.687500,-0.505150,-0.950416,2.398476
1047.703125,0.136944,-0.803820,2.059068
1057.671875,0.821439,-0.544140,2.210958
1067.640625,1.433687,-0.230203,2.881768
1077.609375,2.140732,-0.073145,3.759799
1087.593750,2.967831,-0.049655,4.477430
1097.593750,3.682582,0.048736,4.841232
1107.593750,4.182041,0.268216,4.809628
1117.593750,4.561767,0.491495,4.443762
1127.578125,4.916602,0.655732,3.874392
1137.562500,5.238743,0.747184,3.224286
1147.531250,5.474676,0.759402,2.610456
1157.500000,5.579257,0.749969,2.151413
1167.515625,5.553765,0.793974,1.895192
1177.515625,5.453605,0.869660,1.737642
1187.484375,5.335880,0.907765,1.573369
1197.484375,5.234710,0.888917,1.367303
1207.484375,5.090081,0.811397,1.061908
1217.500000,4.816521,0.690725,0.600886
1227.500000,4.422802,0.561113,0.023670
1237.468750,3.956938,0.449415,-0.505571
1247.453125,3.468585,0.355900,-0.845387
1257.421875,3.018013,0.244306,-0.966868
1267.406250,2.620543,0.093757,-0.941734
